stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
E32296,,"JAMES ST OPP MERCER",,  40.414043, -79.816460,02
E32297,,"JAMES ST OPP OHIO",,  40.419098, -79.811424,02
E32298,,"JAMES ST AT PLEASANTVIEW (STEPP)",,  40.421974, -79.804352,02
E32299,,"JAMES ST AT #530",,  40.410824, -79.818695,02
E32302,,"JAMES ST AT LOWER BOONE",,  40.414932, -79.815849,02
E32303,,"JAMES ST AT BUENA VISTA",,  40.420212, -79.808273,02
E32304,,"JAMES ST AT OHIO",,  40.418941, -79.811516,02
E32305,,"JAMES ST AT MERCER",,  40.413795, -79.816528,02
E32307,,"JAMES ST OPP BUENA VISTA",,  40.419968, -79.808334,02
E32308,,"JAMES ST OPP CAROTHERS",,  40.412971, -79.817810,02
E32309,,"JAMES ST OPP MCARTHUR",,  40.419292, -79.809387,02
E32312,,"JAMES ST AT MONROEVILLE",,  40.408958, -79.818756,02
E32320,,"JAMES ST AT CENTER",,  40.422443, -79.795662,02
E32321,,"JAMES ST AT QUEEN",,  40.421844, -79.803017,02
E32322,,"JAMES ST AT STEPP",,  40.421719, -79.804749,02
E32324,,"JAMES ST AT SPEELMAN",,  40.421032, -79.800034,02
E32325,,"JAMES ST OPP CENTER",,  40.422791, -79.795464,02
E32326,,"JAMES ST OPP SPEELMAN FS",,  40.421280, -79.799713,02
E32327,,"JAMES ST OPP QUEEN",,  40.421734, -79.803383,02
E32328,,"JAMES ST OPP JAMES ST EXT",,  40.423332, -79.794075,02
E32329,,"JAMES ST AT TURTLE CREEK-MONROEVILLE",,  40.424320, -79.791237,02
E32345,,"JANCEY ST AT BAKER",,  40.487881, -79.924484,01
E32350,,"JANCEY ST AT BRYANT",,  40.479416, -79.929802,01
E32370,,"JANCEY ST AT GREENWOOD",,  40.486008, -79.926483,01
E32380,,"JANCEY ST AT HAMPTON",,  40.477314, -79.930489,01
E32400,,"JANCEY ST AT MARTHA",,  40.485004, -79.927696,01
E32415,,"JANCEY ST AT #1842",,  40.487030, -79.925140,01
E32420,,"JANCEY ST AT #1853",,  40.486977, -79.925453,01
E32450,,"JANCEY ST AT STANTON",,  40.474327, -79.931503,01
E32460,,"JANCEY ST AT VETTER",,  40.481094, -79.929260,01
E32480,,"JANCEY ST AT VILSACK",,  40.482628, -79.928741,01
E32500,,"JANCEY ST AT WELLESLEY",,  40.476173, -79.930862,01
E32695,,"JEFFERSON RD AT UNIVERSAL RD",,  40.465549, -79.824669,02
E32732,,"JOHNSTON AVE AT 2ND",,  40.406139, -79.942680,01
E32733,,"JOHNSTON AVE AT 2ND FS",,  40.406033, -79.942566,01
E32734,,"JOHNSTON AVE AT #657",,  40.405437, -79.934090,01
E32735,,"JOHNSTON AVE AT #666",,  40.405193, -79.933891,01
E32736,,"JOHNSTON AVE AT #857",,  40.406158, -79.930840,01
E32737,,"JOHNSTON AVE OPP #857",,  40.406021, -79.931099,01
E32738,,"JOHNSTON AVE AT BROADVIEW",,  40.408287, -79.925919,01
E32739,,"JOHNSTON AVE AT #904",,  40.408245, -79.925766,01
E32740,,"JOHNSTON AVE OPP COVE",,  40.409431, -79.926216,01
E32742,,"JOHNSTON AVE AT GERTRUDE",,  40.406551, -79.941193,01
E32743,,"JOHNSTON AVE AT GLENWOOD",,  40.406414, -79.939949,01
E32744,,"JOHNSTON AVE AT GLENWOOD",,  40.406460, -79.939545,01
E32745,,"JOHNSTON AVE AT WINSTON",,  40.405746, -79.938286,01
E32746,,"JOHNSTON AVE AT RIVERMONT FS",,  40.406654, -79.927727,01
E32748,,"JOHNSTON AVE AT MANSION",,  40.405464, -79.937126,01
E32749,,"JOHNSTON AVE AT MANSION FS",,  40.405155, -79.936943,01
E32750,,"JOHNSTON AVE AT RIVERMONT",,  40.406891, -79.927277,01
E32751,,"JOHNSTON AVE OPP RIVERMONT",,  40.406548, -79.927612,01
E32752,,"JOHNSTON AVE AT ROSELLE FS",,  40.406189, -79.932877,01
E32753,,"JOHNSTON AVE OPP ROSELLE",,  40.405994, -79.932671,01
E32754,,"JOHNSTON AVE OPP #635",,  40.404842, -79.935318,01
E32755,,"JOHNSTON AVE AT #643",,  40.404659, -79.935211,01
E32760,,"JOHNSTON AVE OPP #1021",,  40.407169, -79.926529,01
E32850,,"JONES AVE OPP HAWKINS",,  40.404694, -79.860840,02
E32870,,"JONES AVE OPP MAIN",,  40.407349, -79.856895,02
E32890,,"JONES AVE AT MILLER",,  40.405647, -79.859550,02
E32900,,"JONES AVE AT #1134",,  40.408554, -79.855766,02
E32950,,"JONES AVE AT YOST",,  40.409477, -79.856049,02
E32970,,"JONES AVE AT ZUERNER",,  40.406010, -79.858459,02
E33040,,"JUMONVILLE ST AT WATSON ST",,  40.437637, -79.977539,01
E33060,,"KELLY AVE AT HAY ST",,  40.440048, -79.888397,01
E33090,,"KELLY ST AT PEEBLES",,  40.441299, -79.894135,01
E33100,,"KELLY AVE AT PITT ST",,  40.440464, -79.889366,01
E33120,,"KELLY ST AT TRENTON",,  40.441124, -79.892532,01
E33130,,"KELLY ST AT TRENTON FS",,  40.441296, -79.892609,01
E33140,,"KELLY AVE AT WEST ST",,  40.441174, -79.891075,01
E33150,,"KELLY ST AT WEST",,  40.441086, -79.891441,01
E33160,,"KELLY AVE AT PITT ST",,  40.440456, -79.889702,01
E33450,,"KIRKPATRICK ST AT CENTRE AVE FS",,  40.445103, -79.976227,01
E33455,,"KIRKPATRICK ST AT CENTRE AVE",,  40.445156, -79.976051,01
E33870,,"LAKETON RD AT CHURCHILL",,  40.457584, -79.850235,02
E33880,,"LAKETON RD AT COLLINS",,  40.453247, -79.859108,1A
E33900,,"LAKETON RD AT DOUGLAS DR FS",,  40.455421, -79.858215,1A
E33910,,"LAKETON RD AT DOYLE FS",,  40.456108, -79.857918,02
E33940,,"LAKETON RD AT GRAHAM (I)",,  40.457207, -79.857384,02
E33970,,"LAKETON RD AT HOWARD",,  40.458195, -79.855515,02
E33990,,"LAKETON RD AT LINDBERG",,  40.458504, -79.846382,02
E34030,,"LAKETON RD OPP NELBON",,  40.459427, -79.844154,02
E34050,,"LAKETON RD AT #2416",,  40.454571, -79.858360,1A
E34055,,"LAKETON RD AT #1746",,  40.448994, -79.865967,1A
E34060,,"LAKETON RD AT #1753",,  40.449181, -79.865990,1A
E34070,,"LAKETON RD AT #2020",,  40.450294, -79.862534,1A
E34080,,"LAKETON RD AT SOUTHERN",,  40.457916, -79.852097,02
E34090,,"LAKETON RD AT THOMAS NURSERY",,  40.453545, -79.859055,1A
E34100,,"LAKETON RD AT TURNER",,  40.452721, -79.860260,1A
E34120,,"LAKETON RD AT TURNER SCHOOL",,  40.449223, -79.864174,1A
E34140,,"LAKETON RD AT WINTON",,  40.451241, -79.861618,1A
E34150,,"LAKETON RD AT WINTON FS",,  40.451363, -79.861832,1A
E34160,,"LAKETON RD AT WOODGATE",,  40.458103, -79.855453,02
E34170,,"LAKETON RD OPP CHURCHILL",,  40.457672, -79.849823,02
E34200,,"LAKETON RD OPP LINDBERG",,  40.458321, -79.846352,02
E34210,,"LAKETON RD OPP #3534",,  40.459064, -79.844635,02
E34220,,"LAKETON RD OPP SOUTHERN",,  40.458008, -79.851639,02
E34230,,"LAKETON RD OPP TURNER",,  40.452423, -79.860443,1A
E34240,,"LAKETON RD OPP TURNER SCHOOL",,  40.449100, -79.864212,1A
E34268,,"LARIMER AVE AT APPLE",,  40.468338, -79.906586,01
E34270,,"LARIMER AVE AT APPLE",,  40.468655, -79.906509,01
E34275,,"LARIMER AVE AT AUBURN FS",,  40.463722, -79.917068,01
E34300,,"LARIMER AVE AT DEAN",,  40.469059, -79.905838,01
E34310,,"LARIMER AVE AT DEARY",,  40.467979, -79.907196,01
E34320,,"LARIMER AVE AT LENORA",,  40.467037, -79.910187,01
E34330,,"LARIMER AVE OPP LENORA",,  40.466728, -79.910484,01
E34353,,"LARIMER AVE AT MAYFLOWER",,  40.464458, -79.916000,01
E34450,,"LARIMER AVE AT SHETLAND",,  40.466282, -79.912064,01
E34559,,"LARIMER AVE OPP WINSLOW",,  40.465801, -79.913315,01
E34570,,"JOB CORPS DR AT ARMORY",,  40.478287, -79.900520,01
E34580,,"JOB CORPS DR AT SHUMAN CENTER DR",,  40.478546, -79.901718,01
E34590,,"JOB CORPS DR OPP ARMORY",,  40.478512, -79.900490,01
E34600,,"LEECHBURG RD AT AUBURN ST FS",,  40.492859, -79.790939,02
E34610,,"LEECHBURG RD AT BARCKHOFF ST FS",,  40.493732, -79.789345,02
E34620,,"LEECHBURG RD AT CLOVERLEAF RD",,  40.487011, -79.808479,02
E34630,,"LEECHBURG RD AT COURTNEY DR",,  40.486725, -79.805023,02
E34635,,"LEECHBURG RD AT GARDEN DR",,  40.488125, -79.801590,02
E34640,,"LEECHBURG RD AT RICHEY DR",,  40.486309, -79.814674,02
E34650,,"LEECHBURG RD AT #6347",,  40.486332, -79.811615,02
E34660,,"LEECHBURG RD AT #6503",,  40.487228, -79.803185,02
E34670,,"LEECHBURG RD OPP PENN HILLS DPW",,  40.489517, -79.799118,02
E34680,,"LEECHBURG RD AT #6601",,  40.490063, -79.797569,02
E34700,,"LEECHBURG RD AT SALTSBURG RD",,  40.485085, -79.817818,02
E34710,,"LEECHBURG RD OPP RAILROAD ST FS",,  40.492096, -79.785637,02
E34720,,"LEECHBURG RD AT SUTTON DR",,  40.491768, -79.793015,02
E34730,,"LEECHBURG RD OPP RAILROAD ST",,  40.494114, -79.787743,02
E34740,,"LEMINGTON AVE AT LINCOLN AVE",,  40.468822, -79.896248,01
E34750,,"LEMINGTON AVE AT LINCOLN AVE",,  40.468658, -79.895859,01
E34760,,"LEMINGTON AVE AT OBERLIN",,  40.467003, -79.890381,01
E34770,,"LEMINGTON AVE AT PAULSON",,  40.470127, -79.897369,01
E34780,,"LEMINGTON AVE OPP PAULSON",,  40.470043, -79.896950,01
E34790,,"LEMINGTON AVE AT #7249",,  40.467140, -79.891731,01
E34800,,"LEMINGTON AVE AT WARDSONS ST",,  40.471283, -79.897987,01
E34810,,"LEMINGTON AVE AT WESTMORELAND",,  40.467033, -79.893631,01
E34820,,"LEMINGTON AVE OPP #7249",,  40.466938, -79.891785,01
E34830,,"LEMINGTON AVE OPP WESTMORELAND",,  40.466850, -79.893669,01
E34845,,"LIBERTY AVE AT 12TH ST",,  40.445339, -79.991791,01
E34850,,"LIBERTY AVE AT 14TH ST",,  40.446915, -79.989197,01
E34870,,"LIBERTY AVE AT 16TH ST",,  40.448364, -79.986763,01
E34890,,"LIBERTY AVE AT 17TH ST",,  40.449249, -79.985352,01
E34910,,"LIBERTY AVE AT 21ST ST",,  40.451214, -79.982414,01
E34930,,"LIBERTY AVE AT 24TH ST",,  40.452927, -79.979935,01
E34950,,"LIBERTY AVE AT 25TH ST",,  40.453484, -79.979111,01
E34970,,"LIBERTY AVE AT 26TH ST",,  40.454494, -79.977661,01
E34990,,"LIBERTY AVE AT 27TH ST",,  40.455448, -79.976227,01
E35000,,"LIBERTY AVE AT 28TH ST",,  40.456371, -79.974884,01
E35020,,"LIBERTY AVE AT 28TH ST FS",,  40.456440, -79.974602,01
E35030,,"LIBERTY AVE AT 29TH ST",,  40.457355, -79.973442,01
E35050,,"LIBERTY AVE AT 30TH ST",,  40.458351, -79.972015,01
E35060,,"LIBERTY AVE AT 30TH ST",,  40.458096, -79.972115,01
E35070,,"LIBERTY AVE AT 31ST ST",,  40.459373, -79.970566,01
E35090,,"LIBERTY AVE AT 32ND ST",,  40.460342, -79.969139,01
E35130,,"LIBERTY AVE AT 34TH ST",,  40.461739, -79.965744,01
E35150,,"LIBERTY AVE AT 37TH ST",,  40.462086, -79.961868,01
E35160,,"LIBERTY AVE AT 39TH ST",,  40.462559, -79.959175,01
E35170,,"LIBERTY AVE AT 40TH ST NS",,  40.462978, -79.956566,01
E35190,,"LIBERTY AVE AT BAUM BLVD",,  40.456501, -79.939278,01
E35200,,"LIBERTY AVE AT BAUM BLVD",,  40.456699, -79.940086,01
E35210,,"LIBERTY AVE AT CANOE WAY",,  40.463207, -79.954903,01
E35220,,"LIBERTY AVE AT CANOE WAY",,  40.463062, -79.955223,01
E35250,,"LIBERTY AVE AT EDMOND",,  40.461105, -79.947906,01
E35260,,"LIBERTY AVE AT EDMOND",,  40.461151, -79.948257,01
E35270,,"LIBERTY AVE AT ELLA",,  40.463116, -79.951645,01
E35280,,"LIBERTY AVE AT ELLA",,  40.463127, -79.952026,01
E35290,,"LIBERTY AVE AT GROSS ST",,  40.459473, -79.944695,01
E35300,,"LIBERTY AVE AT GROSS ST",,  40.459435, -79.945213,01
E35310,,"LIBERTY AVE AT LIGONIER AVE (HERRON AVE)",,  40.461613, -79.966896,01
E35320,,"LIBERTY AVE AT HERRON AVE",,  40.461437, -79.967171,01
E35330,,"LIBERTY AVE AT MAIN (BLOOMFIELD BRIDGE)",,  40.463428, -79.953384,01
E35340,,"LIBERTY AVE AT MAIN FS",,  40.463631, -79.953476,01
E35350,,"LIBERTY AVE AT MATHILDA (WEST PENN HOSP)",,  40.460590, -79.946899,01
E35360,,"LIBERTY AVE AT MILLVALE",,  40.459999, -79.945816,01
E35370,,"LIBERTY AVE AT MILLVALE AVE (WEST PENN HOSP)",,  40.460052, -79.946190,01
E35380,,"LIBERTY AVE AT EVALINE ST",,  40.458035, -79.941994,01
E35390,,"LIBERTY AVE AT OSCEOLA ST",,  40.457802, -79.942177,01
E35393,,"LIBERTY AVE AT PACIFIC AVE",,  40.457409, -79.940826,01
E35395,,"LIBERTY AVE OPP PACIFIC AVE",,  40.457302, -79.941261,01
E35400,,"LIBERTY AVE AT PEARL",,  40.462128, -79.949776,01
E35410,,"LIBERTY AVE AT PEARL",,  40.462059, -79.949974,01
E35430,,"LIBERTY AVE AT WINEBIDDLE ST",,  40.458839, -79.943527,01
E35440,,"LIBERTY AVE AT WINEBIDDLE ST",,  40.458778, -79.944031,01
E35450,,"LIBERTY AVE OPP 14TH ST",,  40.446690, -79.989227,01
E35470,,"LIBERTY AVE OPP 17TH ST",,  40.449028, -79.985374,01
E35480,,"LIBERTY AVE OPP 21ST ST FS",,  40.451126, -79.982231,01
E35500,,"LIBERTY AVE OPP 25TH ST",,  40.453285, -79.979095,01
E35510,,"LIBERTY AVE OPP 26TH ST",,  40.454201, -79.977768,01
E35520,,"LIBERTY AVE OPP 27TH ST",,  40.455193, -79.976334,01
E35570,,"LIBERTY AVE OPP 31ST ST",,  40.459076, -79.970703,01
E35590,,"LIBERTY AVE AT 32ND ST NS",,  40.460011, -79.969330,01
E35600,,"LIBERTY AVE AT 36TH ST",,  40.461773, -79.964050,01
E35610,,"LIBERTY AVE OPP 37TH ST",,  40.461903, -79.962166,01
E35620,,"LIBERTY AVE AT 39TH ST",,  40.462357, -79.959419,01
E35630,,"LIBERTY AVE AT 40TH ST",,  40.462688, -79.957367,01
E35650,,"LIBRARY ST AT BRADDOCK AVE",,  40.401302, -79.865623,1A
E35670,,"LIBRARY ST AT BRADDOCK AVE FS",,  40.401306, -79.865417,1A
E35760,,"LINCOLN AVE AT APPLE AVE",,  40.464638, -79.898972,01
E35770,,"LINCOLN AVE AT ARBOR ST",,  40.466347, -79.897858,01
E35772,,"LINCOLN AVE AT ATWELL ST",,  40.463089, -79.904488,01
E35780,,"LINCOLN AVE AT CAMPANIA ST",,  40.472397, -79.890907,01
E35790,,"LINCOLN AVE AT CAMPANIA ST",,  40.472198, -79.890953,01
E35800,,"LINCOLN AVE AT CHURCHLAND ST",,  40.469791, -79.894569,01
E35810,,"LINCOLN AVE AT FRANKSTOWN AVE",,  40.460449, -79.913452,01
E35820,,"LINCOLN AVE AT JOSHUA ST",,  40.470413, -79.892845,01
E35830,,"LINCOLN AVE AT LEMINGTON AVE",,  40.468826, -79.896057,01
E35840,,"LINCOLN AVE AT LEMINGTON AVE",,  40.468662, -79.896095,01
E35850,,"LINCOLN AVE AT LINCOLN LOOP",,  40.473026, -79.888756,01
E35880,,"LINCOLN AVE AT MANNING ST FS",,  40.467804, -79.897087,01
E35890,,"LINCOLN AVE AT MEADOW ST",,  40.461128, -79.909729,01
E35900,,"LINCOLN AVE AT MEADOW ST",,  40.460930, -79.909889,01
E35910,,"LINCOLN AVE AT RENFREW ST",,  40.462196, -79.906410,01
E35920,,"LINCOLN AVE AT ROWAN ST",,  40.463917, -79.902039,01
E35930,,"LINCOLN AVE AT UPLAND ST",,  40.463764, -79.902084,01
E35940,,"LINCOLN AVE AT LEMINGTON HOME DRVWY",,  40.471035, -79.892136,01
E35970,,"LINCOLN AVE OPP MAYFLOWER ST (#408)",,  40.460606, -79.911713,01
E35980,,"LINCOLN AVE AT #409",,  40.460728, -79.911568,01
E35990,,"LINCOLN AVE AT SHETLAND AVE",,  40.461670, -79.907875,01
E36000,,"LINCOLN AVE AT SHETLAND AVE",,  40.461487, -79.908081,01
E36020,,"LINCOLN AVE AT VASSAR ST FS",,  40.467926, -79.896858,01
E36035,,"LINCOLN AVE AT WILTSIE ST",,  40.470219, -79.893639,01
E36040,,"LINCOLN AVE OPP APPLE AVE",,  40.464783, -79.898964,01
E36050,,"LINCOLN AVE OPP ARBOR ST",,  40.466209, -79.897766,01
E36052,,"LINCOLN AVE OPP ATWELL ST",,  40.463158, -79.904587,01
E36060,,"LINCOLN AVE OPP CHAUCER ST",,  40.464317, -79.900513,01
E36070,,"LINCOLN AVE OPP CHURCHLAND ST",,  40.469688, -79.894516,01
E36095,,"LINCOLN AVE OPP LEMINGTON HOME DRVWY",,  40.470982, -79.892021,01
E36097,,"LINCOLN AVE OPP WILTSIE ST",,  40.470097, -79.893661,01
E36098,,"LINCOLN AVE AT VERONA BLVD",,  40.472904, -79.888954,01
E36100,,"LINCOLN AVE OPP RENFREW ST",,  40.462036, -79.906418,01
E36110,,"LINCOLN HWY AT 3RD",,  40.379360, -79.806778,02
E36120,,"LINCOLN HWY AT 3RD",,  40.379353, -79.807190,02
E36130,,"LINCOLN HWY AT 5TH AVE EXT",,  40.381096, -79.811501,02
E36140,,"LINCOLN HWY AT 5TH AVE EXT FS",,  40.380920, -79.811523,02
E36145,,"LINCOLN HWY AT 5TH AVE EXT NS",,  40.381145, -79.812180,02
E36150,,"LINCOLN HWY AT FOSTER",,  40.375549, -79.797035,02
E36170,,"LINCOLN HWY AT CENTER",,  40.395782, -79.838791,02
E36180,,"LINCOLN HWY AT CLYDE",,  40.389046, -79.830971,02
E36190,,"LINCOLN HWY AT DENNING",,  40.371368, -79.789230,02
E36200,,"LINCOLN HWY AT MCDONALD'S (HWY RT 686)",,  40.383980, -79.823433,02
E36220,,"LINCOLN HWY AT GRAHAM",,  40.380085, -79.809212,02
E36230,,"LINCOLN HWY AT GREAT VALLEY SC",,  40.383793, -79.822571,02
E36240,,"LINCOLN HWY AT GREENSBURG PIKE",,  40.381508, -79.816978,02
E36250,,"LINCOLN HWY AT GREENSBURG PIKE",,  40.380886, -79.815033,02
E36255,,"LINCOLN HWY AT HIGHWOOD",,  40.382126, -79.819427,02
E36260,,"LINCOLN HWY AT HWY RT 48 FS",,  40.368217, -79.780113,02
E36265,,"LINCOLN HWY AT HWY RT 48",,  40.368034, -79.780167,02
E36268,,"LINCOLN HWY AT ISAAC",,  40.377304, -79.801193,02
E36270,,"LINCOLN HWY OPP JACOB",,  40.376720, -79.799568,02
E36280,,"LINCOLN HWY AT JACOB",,  40.376656, -79.799812,02
E36300,,"LINCOLN HWY AT LEUHM",,  40.370377, -79.786453,02
E36302,,"LINCOLN HWY AT MARYLAND",,  40.382973, -79.821602,02
E36310,,"LINCOLN HWY AT MCKEE",,  40.372978, -79.793068,02
E36330,,"LINCOLN HWY AT LINCOLN SQ SR CITIZEN HOME",,  40.387154, -79.827728,02
E36340,,"LINCOLN HWY AT DIX",,  40.369061, -79.782242,02
E36350,,"LINCOLN HWY AT SANTOS FS",,  40.381367, -79.813568,02
E36360,,"LINCOLN HWY AT TAYLOR",,  40.378132, -79.803413,02
E36370,,"LINCOLN HWY OPP FOSTER",,  40.375340, -79.796410,02
E36380,,"LINCOLN HWY OPP BROADWAY",,  40.381359, -79.812141,02
E36390,,"LINCOLN HWY OPP MARYLAND",,  40.382832, -79.820580,02
E36400,,"LINCOLN HWY OPP CENTER",,  40.395687, -79.838516,02
E36410,,"LINCOLN HWY OPP CLYDE",,  40.388687, -79.830086,02
E36420,,"LINCOLN HWY OPP DENNING",,  40.371403, -79.788918,02
E36425,,"LINCOLN HWY OPP HIGHWOOD",,  40.382187, -79.818993,02
E36430,,"LINCOLN HWY OPP DIX",,  40.369087, -79.782684,02
E36435,,"LINCOLN HWY OPP ISAAC",,  40.377514, -79.802124,02
E36440,,"LINCOLN HWY OPP LEUHM",,  40.370445, -79.786049,02
E36450,,"LINCOLN HWY OPP MCKEE",,  40.372974, -79.792633,02
E36460,,"LINCOLN HWY OPP LINCOLN SQ SR CITIZEN HOME",,  40.387119, -79.828186,02
E36480,,"LINCOLN HWY AT MOTEL",,  40.378315, -79.804329,02
E36910,,"LINDEN AVE AT SR CITIZEN APTS",,  40.398811, -79.836670,02
E36930,,"LINDEN AVE AT STEPS",,  40.396820, -79.837868,02
E36970,,"LINDEN AVE OPP SR CITIZEN APTS",,  40.398670, -79.836548,02
E36990,,"LINDEN AVE OPP STEPS",,  40.396770, -79.837631,02
E37030,,"LINDEN AVE OPP BESSEMER FS",,  40.395294, -79.838020,02
E37220,,"LONG RD AT BEULAH RD",,  40.450790, -79.843559,02
E37230,,"LONG RD AT CLEMATIS BLVD",,  40.464901, -79.832733,02
E37235,,"LONG RD AT DATURA DR",,  40.462387, -79.833984,02
E37240,,"LONG RD AT CLEMATIS BLVD",,  40.464588, -79.832687,02
E37250,,"LONG RD AT ELIZABETH",,  40.461948, -79.833931,02
E37260,,"LONG RD AT FRANKSTOWN RD",,  40.465443, -79.832283,02
E37280,,"LONG RD AT JOAN DR",,  40.458870, -79.833923,02
E37290,,"LONG RD AT PARIS RD",,  40.459141, -79.834045,02
E37300,,"LONG RD AT PENTLAND DR",,  40.454269, -79.837708,02
E37310,,"LONG RD AT ROSEWOOD",,  40.454079, -79.837624,02
E37320,,"LONG RD AT SAYLONG DR",,  40.455875, -79.835892,02
E37330,,"LONG RD OPP SAYLONG DR",,  40.456184, -79.835976,02
E37965,,"MAIN CIRCLE DR AT EMPLOYEE ENTRANCE",,  40.407654, -79.929939,01
E37980,,"MAIN ST AT CENTER",,  40.395752, -79.841362,02
E37990,,"MAIN ST AT CENTER",,  40.395966, -79.841545,02
E38000,,"MAIN ST AT FRANKLIN",,  40.396469, -79.841293,02
E38010,,"MAIN ST AT FRANKLIN",,  40.396706, -79.841415,02
E38030,,"MAIN ST AT HOWARD",,  40.397202, -79.841156,02
E38040,,"MAIN ST AT HOWARD",,  40.397423, -79.841347,02
E38050,,"MAIN ST AT HOWLEY",,  40.464310, -79.953484,01
E38060,,"MAIN ST AT MAPLE",,  40.397934, -79.841049,02
E38070,,"MAIN ST AT PENN NS",,  40.465462, -79.954781,01
E38100,,"MAIN ST AT REITER RD",,  40.471828, -79.787674,02
E38110,,"MAIN ST AT RIDGE",,  40.398327, -79.841034,02
E38120,,"MAIN ST AT RIDGE",,  40.398510, -79.841156,02
E38160,,"MAIN ST AT #2344",,  40.469555, -79.790054,02
E38170,,"MAIN ST AT WASHINGTON SCHOOL",,  40.470585, -79.789246,02
E38180,,"MAIN ST AT #2636",,  40.473381, -79.787567,02
E38200,,"MAIN ST AT THOMPSON RUN RD",,  40.468235, -79.791397,02
E38300,,"MAIN ST AT HOWLEY FS",,  40.464191, -79.953140,01
E38305,,"MALL BLVD AT STEPS",,  40.433762, -79.788757,02
E38322,,"MALL BLVD AT K-MART",,  40.431530, -79.791199,02
E38325,,"MALL BLVD AT MALL BLVD PLAZA",,  40.434925, -79.786041,02
E38330,,"MALL BLVD AT WM PENN",,  40.435818, -79.785507,02
E38340,,"MALL BLVD OPP STEPS",,  40.433598, -79.788666,02
E38350,,"MALL BLVD OPP K-MART",,  40.431938, -79.791168,02
E38355,,"MALL BLVD OPP MALL BLVD PLAZA",,  40.434967, -79.786316,02
E38560,,"MALL CIRCLE DR AT MALL BLVD",,  40.430302, -79.791534,02
E38660,,"MAPLE AVE AT ALBERT ST",,  40.407806, -79.819710,02
E38661,,"MAPLE AVE AT CHARLES",,  40.407677, -79.820602,02
E38665,,"MAPLE AVE AT PINE",,  40.407364, -79.824188,02
E38666,,"MAPLE AVE OPP #843",,  40.407425, -79.822998,02
E38667,,"MAPLE ST AT CHARLES",,  40.407906, -79.820320,02
E38669,,"MAPLE ST AT GRANT",,  40.407520, -79.824837,02
E38715,,"MAPLE AVE AT JAMES",,  40.407932, -79.818794,02
E38717,,"MAPLE ST AT PINE",,  40.407570, -79.823891,02
E38725,,"MAPLE ST AT #843",,  40.407597, -79.823021,02
E38730,,"MARK DR AT CALMAR FS",,  40.469551, -79.874283,01
E38750,,"MARK DR AT GROVE",,  40.469959, -79.867157,01
E38770,,"MARK DR AT #7843",,  40.468620, -79.872498,01
E38790,,"MARK DR AT #7865",,  40.469231, -79.870872,01
E38810,,"MARK DR AT #7915",,  40.469822, -79.868034,01
E38900,,"MCCRADY RD AT BEULAH CHURCH",,  40.446354, -79.846588,02
E38910,,"MCCRADY RD AT CHAPEL HILL",,  40.445522, -79.842949,02
E38950,,"MCCRADY RD AT #2606",,  40.446079, -79.844955,02
E39050,,"MIDDLE ST AT 1ST",,  40.398209, -79.812386,02
E39060,,"MIDDLE ST AT 2ND",,  40.399757, -79.814728,02
E39070,,"MIDDLE ST AT 3RD",,  40.400295, -79.815544,02
E39080,,"MIDDLE ST AT 4TH",,  40.400791, -79.816330,02
E39100,,"MIDDLE ST AT 5TH",,  40.401287, -79.817154,02
E39130,,"MIDDLE ST AT BRIDGE",,  40.395660, -79.805153,02
E39140,,"MIDDLE ST AT HAWKINS AVE",,  40.405373, -79.861786,1A
E39150,,"MIDDLE ST AT MAPLE",,  40.396706, -79.810013,02
E39160,,"MIDDLE ST AT MILLER",,  40.395882, -79.806168,02
E39190,,"MIDDLE ST AT #526",,  40.396343, -79.808632,02
E39200,,"MIDDLE ST AT #632",,  40.397388, -79.811150,02
E39210,,"MILLER ST AT GAS WAY",,  40.416016, -79.885094,1A
E39220,,"MILLER ST AT GAS WAY",,  40.415947, -79.885475,1A
E39230,,"MILLER ST AT HARRIETT",,  40.415405, -79.883232,1A
E39240,,"MILLER ST AT BENWOOD",,  40.416237, -79.886559,1A
E39250,,"MILLER ST AT BENWOOD",,  40.416283, -79.886101,1A
E39260,,"MILLER ST AT #38",,  40.415749, -79.884270,1A
E39270,,"MILLVALE AVE AT BAUM",,  40.454216, -79.947601,01
E39280,,"MILLVALE AVE AT BAUM",,  40.454475, -79.947762,01
E39290,,"MILLVALE AVE AT CENTRE",,  40.453365, -79.947517,01
E39300,,"MILLVALE AVE AT CENTRE FS",,  40.453533, -79.947426,01
E39310,,"MILLVALE AVE AT CYPRESS",,  40.458523, -79.947037,01
E39320,,"MILLVALE AVE AT CYPRESS",,  40.458920, -79.947090,01
E39340,,"MILLVALE AVE AT MOREWOOD",,  40.455784, -79.947449,01
E39350,,"MILLVALE AVE AT MOREWOOD",,  40.456173, -79.947762,01
E39360,,"MILLVALE AVE AT YEW",,  40.457687, -79.947250,01
E39370,,"MILLVALE AVE AT YEW",,  40.458225, -79.947548,01
E39390,,"MILWAUKEE ST AT HERRON",,  40.452339, -79.964294,01
E39400,,"MILWAUKEE ST OPP BRYN MAWR",,  40.453354, -79.962860,01
E39530,,"MONONGAHELA AVE AT CHURCH",,  40.421780, -79.890228,1A
E39540,,"MONONGAHELA AVE AT CHURCH",,  40.421982, -79.890564,1A
